clip_id,filepath,class,speaker_id,speaker_gender,speaker_age_range,environment,device,language,duration_s,peak,rms,snr_db_est,recorded_at,split
213,raw/blanco/Sebas_s13_000213.wav,blanco,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2542,0.0161,38.61,2026-05-16T22:29:34+00:00,train
215,raw/blanco/Sebas_s15_000215.wav,blanco,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2449,0.0142,30.62,2026-05-16T22:29:47+00:00,train
216,raw/blanco/Sebas_s16_000216.wav,blanco,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3264,0.0157,33.11,2026-05-16T22:29:53+00:00,train
217,raw/blanco/Sebas_s17_000217.wav,blanco,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2803,0.0173,34.57,2026-05-16T22:29:59+00:00,train
219,raw/blanco/Sebas_s19_000219.wav,blanco,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.361,0.0158,28.75,2026-05-16T22:30:12+00:00,train
221,raw/blanco/Sebas_s21_000221.wav,blanco,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3391,0.0172,34.43,2026-05-16T22:30:25+00:00,train
222,raw/blanco/Sebas_s22_000222.wav,blanco,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1588,0.0126,29.34,2026-05-16T22:30:32+00:00,train
223,raw/blanco/Sebas_s23_000223.wav,blanco,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3427,0.0177,34.18,2026-05-16T22:30:38+00:00,train
226,raw/blanco/Sebas_s26_000226.wav,blanco,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.4695,0.0197,34.08,2026-05-16T22:30:57+00:00,train
227,raw/blanco/Sebas_s27_000227.wav,blanco,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3081,0.018,36.11,2026-05-16T22:31:04+00:00,train
228,raw/blanco/Sebas_s28_000228.wav,blanco,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2353,0.0169,27.11,2026-05-16T22:31:10+00:00,train
229,raw/blanco/Sebas_s29_000229.wav,blanco,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.397,0.0159,32.9,2026-05-16T22:31:17+00:00,train
231,raw/blanco/Sebas_s31_000231.wav,blanco,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2191,0.0116,31.37,2026-05-16T22:31:30+00:00,train
234,raw/blanco/Sebas_s34_000234.wav,blanco,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3546,0.0167,33.56,2026-05-16T22:31:49+00:00,train
235,raw/blanco/Sebas_s35_000235.wav,blanco,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2977,0.0161,34.7,2026-05-16T22:31:55+00:00,train
237,raw/blanco/Sebas_s37_000237.wav,blanco,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2211,0.0159,33.46,2026-05-16T22:32:08+00:00,train
238,raw/blanco/Sebas_s38_000238.wav,blanco,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3879,0.0165,31.54,2026-05-16T22:32:15+00:00,train
239,raw/blanco/Sebas_s39_000239.wav,blanco,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.436,0.0189,32.45,2026-05-16T22:32:21+00:00,train
240,raw/blanco/Sebas_s40_000240.wav,blanco,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.4076,0.0177,25.58,2026-05-16T22:32:28+00:00,train
241,raw/rechazo/Sebas_s01_000241.wav,rechazo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2943,0.0218,34.87,2026-05-16T22:32:42+00:00,train
242,raw/rechazo/Sebas_s02_000242.wav,rechazo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.491,0.0226,35.56,2026-05-16T22:32:49+00:00,train
243,raw/rechazo/Sebas_s03_000243.wav,rechazo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3845,0.0214,34.02,2026-05-16T22:32:55+00:00,train
244,raw/rechazo/Sebas_s04_000244.wav,rechazo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3845,0.0208,34.88,2026-05-16T22:33:02+00:00,train
245,raw/rechazo/Sebas_s05_000245.wav,rechazo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3611,0.022,33.73,2026-05-16T22:33:08+00:00,train
246,raw/rechazo/Sebas_s06_000246.wav,rechazo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3225,0.0217,34.25,2026-05-16T22:33:15+00:00,train
247,raw/rechazo/Sebas_s07_000247.wav,rechazo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3123,0.0233,32.34,2026-05-16T22:33:21+00:00,train
248,raw/rechazo/Sebas_s08_000248.wav,rechazo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2674,0.0187,29.68,2026-05-16T22:33:28+00:00,train
249,raw/rechazo/Sebas_s09_000249.wav,rechazo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2703,0.0201,32.66,2026-05-16T22:33:34+00:00,train
253,raw/rechazo/Sebas_s13_000253.wav,rechazo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.4012,0.0233,32.9,2026-05-16T22:34:00+00:00,train
254,raw/rechazo/Sebas_s14_000254.wav,rechazo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3373,0.0221,32.28,2026-05-16T22:34:06+00:00,train
255,raw/rechazo/Sebas_s15_000255.wav,rechazo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2694,0.0204,34.05,2026-05-16T22:34:13+00:00,train
256,raw/rechazo/Sebas_s16_000256.wav,rechazo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3016,0.0191,35.65,2026-05-16T22:34:19+00:00,train
257,raw/rechazo/Sebas_s17_000257.wav,rechazo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3011,0.0174,33.95,2026-05-16T22:34:26+00:00,train
258,raw/rechazo/Sebas_s18_000258.wav,rechazo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2494,0.0178,29.53,2026-05-16T22:34:32+00:00,train
262,raw/rechazo/Sebas_s22_000262.wav,rechazo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3048,0.0204,34.76,2026-05-16T22:34:58+00:00,train
263,raw/rechazo/Sebas_s23_000263.wav,rechazo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.231,0.0159,32.57,2026-05-16T22:35:04+00:00,train
265,raw/rechazo/Sebas_s25_000265.wav,rechazo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2888,0.0197,34.83,2026-05-16T22:35:17+00:00,train
266,raw/rechazo/Sebas_s26_000266.wav,rechazo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.353,0.0226,38.02,2026-05-16T22:35:24+00:00,train
267,raw/rechazo/Sebas_s27_000267.wav,rechazo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3795,0.0267,36.04,2026-05-16T22:35:30+00:00,train
269,raw/rechazo/Sebas_s29_000269.wav,rechazo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3096,0.0214,28.41,2026-05-16T22:35:43+00:00,train
270,raw/rechazo/Sebas_s30_000270.wav,rechazo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.4174,0.0252,35.24,2026-05-16T22:35:49+00:00,train
272,raw/rechazo/Sebas_s32_000272.wav,rechazo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3404,0.0205,34.82,2026-05-16T22:36:02+00:00,train
274,raw/rechazo/Sebas_s34_000274.wav,rechazo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2285,0.0184,31.21,2026-05-16T22:36:15+00:00,train
276,raw/rechazo/Sebas_s36_000276.wav,rechazo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2504,0.0165,34.61,2026-05-16T22:36:28+00:00,train
278,raw/rechazo/Sebas_s38_000278.wav,rechazo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2623,0.0179,31.06,2026-05-16T22:36:41+00:00,train
279,raw/rechazo/Sebas_s39_000279.wav,rechazo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.206,0.0162,29.29,2026-05-16T22:36:47+00:00,train
280,raw/rechazo/Sebas_s40_000280.wav,rechazo,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3601,0.0207,35.86,2026-05-16T22:36:54+00:00,train
282,raw/azul/Sebas_s02_000282.wav,azul,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3868,0.025,34.93,2026-05-16T22:37:15+00:00,train
283,raw/azul/Sebas_s03_000283.wav,azul,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2345,0.0214,34.77,2026-05-16T22:37:21+00:00,train
284,raw/azul/Sebas_s04_000284.wav,azul,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3119,0.0209,36.09,2026-05-16T22:37:27+00:00,train
286,raw/azul/Sebas_s06_000286.wav,azul,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3065,0.0203,31.82,2026-05-16T22:37:40+00:00,train
288,raw/azul/Sebas_s08_000288.wav,azul,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1953,0.0182,31.4,2026-05-16T22:37:53+00:00,train
290,raw/azul/Sebas_s10_000290.wav,azul,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2073,0.0201,32.1,2026-05-16T22:38:06+00:00,train
293,raw/azul/Sebas_s13_000293.wav,azul,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2203,0.0236,36.19,2026-05-16T22:38:25+00:00,train
294,raw/azul/Sebas_s14_000294.wav,azul,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1895,0.0192,35.89,2026-05-16T22:38:32+00:00,train
295,raw/azul/Sebas_s15_000295.wav,azul,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2449,0.0188,31.72,2026-05-16T22:38:38+00:00,train
296,raw/azul/Sebas_s16_000296.wav,azul,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1786,0.0195,33.53,2026-05-16T22:38:45+00:00,train
297,raw/azul/Sebas_s17_000297.wav,azul,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2411,0.0238,33.73,2026-05-16T22:38:51+00:00,train
299,raw/azul/Sebas_s19_000299.wav,azul,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3306,0.0228,36.32,2026-05-16T22:39:04+00:00,train
300,raw/azul/Sebas_s20_000300.wav,azul,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3116,0.0234,34.61,2026-05-16T22:39:11+00:00,train
301,raw/azul/Sebas_s21_000301.wav,azul,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3263,0.0256,36.43,2026-05-16T22:39:17+00:00,train
302,raw/azul/Sebas_s22_000302.wav,azul,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1877,0.0202,34.01,2026-05-16T22:39:23+00:00,train
305,raw/azul/Sebas_s25_000305.wav,azul,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.284,0.0202,34.42,2026-05-16T22:39:43+00:00,train
306,raw/azul/Sebas_s26_000306.wav,azul,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2332,0.0203,35.14,2026-05-16T22:39:49+00:00,train
307,raw/azul/Sebas_s27_000307.wav,azul,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2765,0.0197,34.53,2026-05-16T22:39:56+00:00,train
308,raw/azul/Sebas_s28_000308.wav,azul,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2642,0.0185,33.33,2026-05-16T22:40:02+00:00,train
310,raw/azul/Sebas_s30_000310.wav,azul,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2065,0.0209,33.76,2026-05-16T22:40:15+00:00,train
311,raw/azul/Sebas_s31_000311.wav,azul,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3814,0.022,32.84,2026-05-16T22:40:21+00:00,train
312,raw/azul/Sebas_s32_000312.wav,azul,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2485,0.0182,34.8,2026-05-16T22:40:28+00:00,train
313,raw/azul/Sebas_s33_000313.wav,azul,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1825,0.0152,32.73,2026-05-16T22:40:34+00:00,train
314,raw/azul/Sebas_s34_000314.wav,azul,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2768,0.018,32.51,2026-05-16T22:40:41+00:00,train
316,raw/azul/Sebas_s36_000316.wav,azul,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2232,0.0163,33.3,2026-05-16T22:40:54+00:00,train
317,raw/azul/Sebas_s37_000317.wav,azul,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2528,0.0177,31.38,2026-05-16T22:41:00+00:00,train
318,raw/azul/Sebas_s38_000318.wav,azul,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2292,0.017,30.73,2026-05-16T22:41:07+00:00,train
320,raw/azul/Sebas_s40_000320.wav,azul,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2182,0.0164,26.89,2026-05-16T22:41:20+00:00,train
321,raw/procesando/Sebas_s01_000321.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2437,0.0225,30.7,2026-05-16T22:41:34+00:00,train
323,raw/procesando/Sebas_s03_000323.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2574,0.0234,30.01,2026-05-16T22:41:47+00:00,train
324,raw/procesando/Sebas_s04_000324.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.4589,0.0308,35.33,2026-05-16T22:41:54+00:00,train
325,raw/procesando/Sebas_s05_000325.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3512,0.0268,34.23,2026-05-16T22:42:00+00:00,train
327,raw/procesando/Sebas_s07_000327.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2496,0.0223,34.74,2026-05-16T22:42:13+00:00,train
328,raw/procesando/Sebas_s08_000328.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2521,0.0193,31.38,2026-05-16T22:42:19+00:00,train
329,raw/procesando/Sebas_s09_000329.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1935,0.0177,31.6,2026-05-16T22:42:26+00:00,train
330,raw/procesando/Sebas_s10_000330.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1973,0.0172,31.98,2026-05-16T22:42:32+00:00,train
332,raw/procesando/Sebas_s12_000332.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1638,0.0161,31.4,2026-05-16T22:42:45+00:00,train
335,raw/procesando/Sebas_s15_000335.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2146,0.0165,30.82,2026-05-16T22:43:04+00:00,train
336,raw/procesando/Sebas_s16_000336.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2433,0.0193,31.53,2026-05-16T22:43:11+00:00,train
337,raw/procesando/Sebas_s17_000337.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1798,0.0142,29.1,2026-05-16T22:43:17+00:00,train
338,raw/procesando/Sebas_s18_000338.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1494,0.0146,29.83,2026-05-16T22:43:24+00:00,train
339,raw/procesando/Sebas_s19_000339.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1967,0.0167,30.99,2026-05-16T22:43:30+00:00,train
340,raw/procesando/Sebas_s20_000340.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1824,0.0155,28.73,2026-05-16T22:43:37+00:00,train
341,raw/procesando/Sebas_s21_000341.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3586,0.0279,36.19,2026-05-16T22:43:43+00:00,train
342,raw/procesando/Sebas_s22_000342.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.4048,0.026,37.64,2026-05-16T22:43:50+00:00,train
345,raw/procesando/Sebas_s25_000345.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3858,0.0252,33.99,2026-05-16T22:44:09+00:00,train
346,raw/procesando/Sebas_s26_000346.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2793,0.0193,32.31,2026-05-16T22:44:15+00:00,train
348,raw/procesando/Sebas_s28_000348.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2342,0.0193,31.88,2026-05-16T22:44:28+00:00,train
349,raw/procesando/Sebas_s29_000349.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2669,0.0207,30.84,2026-05-16T22:44:35+00:00,train
350,raw/procesando/Sebas_s30_000350.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2103,0.0178,32.53,2026-05-16T22:44:41+00:00,train
352,raw/procesando/Sebas_s32_000352.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2406,0.0202,34.4,2026-05-16T22:44:54+00:00,train
355,raw/procesando/Sebas_s35_000355.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2866,0.0193,32.67,2026-05-16T22:45:13+00:00,train
356,raw/procesando/Sebas_s36_000356.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2411,0.0183,32.14,2026-05-16T22:45:20+00:00,train
357,raw/procesando/Sebas_s37_000357.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.229,0.0188,33.09,2026-05-16T22:45:26+00:00,train
358,raw/procesando/Sebas_s38_000358.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3034,0.0202,33.01,2026-05-16T22:45:33+00:00,train
360,raw/procesando/Sebas_s40_000360.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1884,0.0183,32.06,2026-05-16T22:45:46+00:00,train
361,raw/detente/Sebas_s01_000361.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3298,0.0201,32.95,2026-05-16T22:46:00+00:00,train
362,raw/detente/Sebas_s02_000362.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2754,0.0217,33.88,2026-05-16T22:46:06+00:00,train
363,raw/detente/Sebas_s03_000363.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1761,0.0157,32.17,2026-05-16T22:46:13+00:00,train
365,raw/detente/Sebas_s05_000365.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2377,0.0185,32.5,2026-05-16T22:46:26+00:00,train
367,raw/detente/Sebas_s07_000367.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2081,0.0179,31.28,2026-05-16T22:46:39+00:00,train
368,raw/detente/Sebas_s08_000368.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3192,0.0208,33.34,2026-05-16T22:46:45+00:00,train
369,raw/detente/Sebas_s09_000369.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3064,0.0222,35.5,2026-05-16T22:46:52+00:00,train
370,raw/detente/Sebas_s10_000370.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3499,0.0246,31.32,2026-05-16T22:46:58+00:00,train
371,raw/detente/Sebas_s11_000371.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2905,0.0227,33.6,2026-05-16T22:47:04+00:00,train
374,raw/detente/Sebas_s14_000374.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2677,0.0221,34.23,2026-05-16T22:47:24+00:00,train
376,raw/detente/Sebas_s16_000376.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2198,0.0191,33.75,2026-05-16T22:47:37+00:00,train
377,raw/detente/Sebas_s17_000377.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2579,0.0208,32.67,2026-05-16T22:47:43+00:00,train
378,raw/detente/Sebas_s18_000378.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2052,0.0184,34.64,2026-05-16T22:47:49+00:00,train
379,raw/detente/Sebas_s19_000379.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2093,0.0181,31.55,2026-05-16T22:47:56+00:00,train
381,raw/detente/Sebas_s21_000381.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1862,0.0183,32.28,2026-05-16T22:48:09+00:00,train
382,raw/detente/Sebas_s22_000382.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.244,0.0202,34.67,2026-05-16T22:48:15+00:00,train
383,raw/detente/Sebas_s23_000383.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2275,0.0183,32.74,2026-05-16T22:48:22+00:00,train
384,raw/detente/Sebas_s24_000384.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2536,0.0224,34.4,2026-05-16T22:48:28+00:00,train
385,raw/detente/Sebas_s25_000385.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2598,0.0215,33.51,2026-05-16T22:48:35+00:00,train
386,raw/detente/Sebas_s26_000386.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.4013,0.0229,35.19,2026-05-16T22:48:41+00:00,train
387,raw/detente/Sebas_s27_000387.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3019,0.0257,37.02,2026-05-16T22:48:47+00:00,train
388,raw/detente/Sebas_s28_000388.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1926,0.0181,31.6,2026-05-16T22:48:54+00:00,train
389,raw/detente/Sebas_s29_000389.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1385,0.0153,32.2,2026-05-16T22:49:00+00:00,train
390,raw/detente/Sebas_s30_000390.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2044,0.0176,32.33,2026-05-16T22:49:07+00:00,train
392,raw/detente/Sebas_s32_000392.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1782,0.0158,30.8,2026-05-16T22:49:20+00:00,train
393,raw/detente/Sebas_s33_000393.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2556,0.0229,33.35,2026-05-16T22:49:26+00:00,train
394,raw/detente/Sebas_s34_000394.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1988,0.018,32.06,2026-05-16T22:49:33+00:00,train
396,raw/detente/Sebas_s36_000396.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2401,0.0191,32.35,2026-05-16T22:49:45+00:00,train
401,raw/verde/Sebas_s01_000401.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2948,0.0209,35.15,2026-05-16T22:50:26+00:00,train
403,raw/verde/Sebas_s03_000403.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.4092,0.0232,38.17,2026-05-16T22:50:39+00:00,train
404,raw/verde/Sebas_s04_000404.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2987,0.0222,35.14,2026-05-16T22:50:45+00:00,train
405,raw/verde/Sebas_s05_000405.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3083,0.0184,32.45,2026-05-16T22:50:51+00:00,train
406,raw/verde/Sebas_s06_000406.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2257,0.0198,35.28,2026-05-16T22:50:58+00:00,train
407,raw/verde/Sebas_s07_000407.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2651,0.0193,35.26,2026-05-16T22:51:04+00:00,train
408,raw/verde/Sebas_s08_000408.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2351,0.0184,33.3,2026-05-16T22:51:11+00:00,train
409,raw/verde/Sebas_s09_000409.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2012,0.0185,30.73,2026-05-16T22:51:17+00:00,train
411,raw/verde/Sebas_s11_000411.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3218,0.0259,36.88,2026-05-16T22:51:30+00:00,train
412,raw/verde/Sebas_s12_000412.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3281,0.0244,32.52,2026-05-16T22:51:37+00:00,train
413,raw/verde/Sebas_s13_000413.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2862,0.0218,32.94,2026-05-16T22:51:43+00:00,train
414,raw/verde/Sebas_s14_000414.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2466,0.0193,32.32,2026-05-16T22:51:49+00:00,train
415,raw/verde/Sebas_s15_000415.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2424,0.02,33.65,2026-05-16T22:51:56+00:00,train
416,raw/verde/Sebas_s16_000416.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2728,0.0171,31.17,2026-05-16T22:52:02+00:00,train
418,raw/verde/Sebas_s18_000418.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1722,0.0153,32.3,2026-05-16T22:52:15+00:00,train
420,raw/verde/Sebas_s20_000420.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2511,0.0203,34.38,2026-05-16T22:52:28+00:00,train
421,raw/verde/Sebas_s21_000421.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3002,0.0229,33.68,2026-05-16T22:52:35+00:00,train
422,raw/verde/Sebas_s22_000422.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2605,0.02,34.63,2026-05-16T22:52:41+00:00,train
