clip_id,filepath,class,speaker_id,speaker_gender,speaker_age_range,environment,device,language,duration_s,peak,rms,snr_db_est,recorded_at,split
336,raw/procesando/Sebas_s16_000336.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2433,0.0193,31.53,2026-05-16T22:43:11+00:00,train
337,raw/procesando/Sebas_s17_000337.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1798,0.0142,29.1,2026-05-16T22:43:17+00:00,train
338,raw/procesando/Sebas_s18_000338.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1494,0.0146,29.83,2026-05-16T22:43:24+00:00,train
339,raw/procesando/Sebas_s19_000339.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1967,0.0167,30.99,2026-05-16T22:43:30+00:00,train
340,raw/procesando/Sebas_s20_000340.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1824,0.0155,28.73,2026-05-16T22:43:37+00:00,train
341,raw/procesando/Sebas_s21_000341.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3586,0.0279,36.19,2026-05-16T22:43:43+00:00,train
342,raw/procesando/Sebas_s22_000342.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.4048,0.026,37.64,2026-05-16T22:43:50+00:00,train
343,raw/procesando/Sebas_s23_000343.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.235,0.0239,35.89,2026-05-16T22:43:56+00:00,val
344,raw/procesando/Sebas_s24_000344.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.222,0.0199,33.15,2026-05-16T22:44:02+00:00,test
345,raw/procesando/Sebas_s25_000345.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3858,0.0252,33.99,2026-05-16T22:44:09+00:00,train
346,raw/procesando/Sebas_s26_000346.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2793,0.0193,32.31,2026-05-16T22:44:15+00:00,train
347,raw/procesando/Sebas_s27_000347.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2152,0.022,32.62,2026-05-16T22:44:22+00:00,test
348,raw/procesando/Sebas_s28_000348.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2342,0.0193,31.88,2026-05-16T22:44:28+00:00,train
349,raw/procesando/Sebas_s29_000349.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2669,0.0207,30.84,2026-05-16T22:44:35+00:00,train
350,raw/procesando/Sebas_s30_000350.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2103,0.0178,32.53,2026-05-16T22:44:41+00:00,train
351,raw/procesando/Sebas_s31_000351.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2559,0.0198,29.47,2026-05-16T22:44:48+00:00,val
352,raw/procesando/Sebas_s32_000352.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2406,0.0202,34.4,2026-05-16T22:44:54+00:00,train
353,raw/procesando/Sebas_s33_000353.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1912,0.0181,23.03,2026-05-16T22:45:00+00:00,val
354,raw/procesando/Sebas_s34_000354.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2356,0.0205,33.19,2026-05-16T22:45:07+00:00,test
355,raw/procesando/Sebas_s35_000355.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2866,0.0193,32.67,2026-05-16T22:45:13+00:00,train
356,raw/procesando/Sebas_s36_000356.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2411,0.0183,32.14,2026-05-16T22:45:20+00:00,train
357,raw/procesando/Sebas_s37_000357.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.229,0.0188,33.09,2026-05-16T22:45:26+00:00,train
358,raw/procesando/Sebas_s38_000358.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3034,0.0202,33.01,2026-05-16T22:45:33+00:00,train
359,raw/procesando/Sebas_s39_000359.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2758,0.0185,30.9,2026-05-16T22:45:39+00:00,val
360,raw/procesando/Sebas_s40_000360.wav,procesando,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1884,0.0183,32.06,2026-05-16T22:45:46+00:00,train
361,raw/detente/Sebas_s01_000361.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3298,0.0201,32.95,2026-05-16T22:46:00+00:00,train
362,raw/detente/Sebas_s02_000362.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2754,0.0217,33.88,2026-05-16T22:46:06+00:00,train
363,raw/detente/Sebas_s03_000363.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1761,0.0157,32.17,2026-05-16T22:46:13+00:00,train
364,raw/detente/Sebas_s04_000364.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2602,0.0187,31.59,2026-05-16T22:46:19+00:00,test
365,raw/detente/Sebas_s05_000365.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2377,0.0185,32.5,2026-05-16T22:46:26+00:00,train
366,raw/detente/Sebas_s06_000366.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2205,0.0185,32.51,2026-05-16T22:46:32+00:00,test
367,raw/detente/Sebas_s07_000367.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2081,0.0179,31.28,2026-05-16T22:46:39+00:00,train
368,raw/detente/Sebas_s08_000368.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3192,0.0208,33.34,2026-05-16T22:46:45+00:00,train
369,raw/detente/Sebas_s09_000369.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3064,0.0222,35.5,2026-05-16T22:46:52+00:00,train
370,raw/detente/Sebas_s10_000370.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3499,0.0246,31.32,2026-05-16T22:46:58+00:00,train
371,raw/detente/Sebas_s11_000371.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2905,0.0227,33.6,2026-05-16T22:47:04+00:00,train
372,raw/detente/Sebas_s12_000372.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2325,0.0192,34.81,2026-05-16T22:47:11+00:00,val
373,raw/detente/Sebas_s13_000373.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2191,0.0214,33.43,2026-05-16T22:47:17+00:00,test
374,raw/detente/Sebas_s14_000374.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2677,0.0221,34.23,2026-05-16T22:47:24+00:00,train
375,raw/detente/Sebas_s15_000375.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2845,0.0218,32.12,2026-05-16T22:47:30+00:00,val
376,raw/detente/Sebas_s16_000376.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2198,0.0191,33.75,2026-05-16T22:47:37+00:00,train
377,raw/detente/Sebas_s17_000377.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2579,0.0208,32.67,2026-05-16T22:47:43+00:00,train
378,raw/detente/Sebas_s18_000378.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2052,0.0184,34.64,2026-05-16T22:47:49+00:00,train
379,raw/detente/Sebas_s19_000379.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2093,0.0181,31.55,2026-05-16T22:47:56+00:00,train
380,raw/detente/Sebas_s20_000380.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2349,0.0199,33.89,2026-05-16T22:48:02+00:00,val
381,raw/detente/Sebas_s21_000381.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1862,0.0183,32.28,2026-05-16T22:48:09+00:00,train
382,raw/detente/Sebas_s22_000382.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.244,0.0202,34.67,2026-05-16T22:48:15+00:00,train
383,raw/detente/Sebas_s23_000383.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2275,0.0183,32.74,2026-05-16T22:48:22+00:00,train
384,raw/detente/Sebas_s24_000384.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2536,0.0224,34.4,2026-05-16T22:48:28+00:00,train
385,raw/detente/Sebas_s25_000385.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2598,0.0215,33.51,2026-05-16T22:48:35+00:00,train
386,raw/detente/Sebas_s26_000386.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.4013,0.0229,35.19,2026-05-16T22:48:41+00:00,train
387,raw/detente/Sebas_s27_000387.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3019,0.0257,37.02,2026-05-16T22:48:47+00:00,train
388,raw/detente/Sebas_s28_000388.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1926,0.0181,31.6,2026-05-16T22:48:54+00:00,train
389,raw/detente/Sebas_s29_000389.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1385,0.0153,32.2,2026-05-16T22:49:00+00:00,train
390,raw/detente/Sebas_s30_000390.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2044,0.0176,32.33,2026-05-16T22:49:07+00:00,train
391,raw/detente/Sebas_s31_000391.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2125,0.0189,32.91,2026-05-16T22:49:13+00:00,test
392,raw/detente/Sebas_s32_000392.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1782,0.0158,30.8,2026-05-16T22:49:20+00:00,train
393,raw/detente/Sebas_s33_000393.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2556,0.0229,33.35,2026-05-16T22:49:26+00:00,train
394,raw/detente/Sebas_s34_000394.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1988,0.018,32.06,2026-05-16T22:49:33+00:00,train
395,raw/detente/Sebas_s35_000395.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2048,0.0187,33.83,2026-05-16T22:49:39+00:00,test
396,raw/detente/Sebas_s36_000396.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2401,0.0191,32.35,2026-05-16T22:49:45+00:00,train
397,raw/detente/Sebas_s37_000397.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2434,0.0193,34.33,2026-05-16T22:49:52+00:00,test
398,raw/detente/Sebas_s38_000398.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2524,0.0203,32.8,2026-05-16T22:49:58+00:00,val
399,raw/detente/Sebas_s39_000399.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.231,0.0191,34.3,2026-05-16T22:50:05+00:00,val
400,raw/detente/Sebas_s40_000400.wav,detente,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2284,0.0176,31.97,2026-05-16T22:50:11+00:00,val
401,raw/verde/Sebas_s01_000401.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2948,0.0209,35.15,2026-05-16T22:50:26+00:00,train
402,raw/verde/Sebas_s02_000402.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2098,0.0158,31.97,2026-05-16T22:50:32+00:00,val
403,raw/verde/Sebas_s03_000403.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.4092,0.0232,38.17,2026-05-16T22:50:39+00:00,train
404,raw/verde/Sebas_s04_000404.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2987,0.0222,35.14,2026-05-16T22:50:45+00:00,train
405,raw/verde/Sebas_s05_000405.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3083,0.0184,32.45,2026-05-16T22:50:51+00:00,train
406,raw/verde/Sebas_s06_000406.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2257,0.0198,35.28,2026-05-16T22:50:58+00:00,train
407,raw/verde/Sebas_s07_000407.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2651,0.0193,35.26,2026-05-16T22:51:04+00:00,train
408,raw/verde/Sebas_s08_000408.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2351,0.0184,33.3,2026-05-16T22:51:11+00:00,train
409,raw/verde/Sebas_s09_000409.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2012,0.0185,30.73,2026-05-16T22:51:17+00:00,train
410,raw/verde/Sebas_s10_000410.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2579,0.0193,33.6,2026-05-16T22:51:24+00:00,test
411,raw/verde/Sebas_s11_000411.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3218,0.0259,36.88,2026-05-16T22:51:30+00:00,train
412,raw/verde/Sebas_s12_000412.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3281,0.0244,32.52,2026-05-16T22:51:37+00:00,train
413,raw/verde/Sebas_s13_000413.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2862,0.0218,32.94,2026-05-16T22:51:43+00:00,train
414,raw/verde/Sebas_s14_000414.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2466,0.0193,32.32,2026-05-16T22:51:49+00:00,train
415,raw/verde/Sebas_s15_000415.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2424,0.02,33.65,2026-05-16T22:51:56+00:00,train
416,raw/verde/Sebas_s16_000416.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2728,0.0171,31.17,2026-05-16T22:52:02+00:00,train
417,raw/verde/Sebas_s17_000417.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2061,0.0171,32.56,2026-05-16T22:52:09+00:00,test
418,raw/verde/Sebas_s18_000418.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1722,0.0153,32.3,2026-05-16T22:52:15+00:00,train
419,raw/verde/Sebas_s19_000419.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2796,0.02,34.44,2026-05-16T22:52:22+00:00,test
420,raw/verde/Sebas_s20_000420.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2511,0.0203,34.38,2026-05-16T22:52:28+00:00,train
421,raw/verde/Sebas_s21_000421.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3002,0.0229,33.68,2026-05-16T22:52:35+00:00,train
422,raw/verde/Sebas_s22_000422.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2605,0.02,34.63,2026-05-16T22:52:41+00:00,train
423,raw/verde/Sebas_s23_000423.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2967,0.025,39.85,2026-05-16T22:52:47+00:00,train
424,raw/verde/Sebas_s24_000424.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3114,0.0215,34.99,2026-05-16T22:52:54+00:00,train
425,raw/verde/Sebas_s25_000425.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3993,0.0258,36.01,2026-05-16T22:53:00+00:00,train
426,raw/verde/Sebas_s26_000426.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2998,0.0208,35.23,2026-05-16T22:53:07+00:00,train
427,raw/verde/Sebas_s27_000427.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.4458,0.0275,33.97,2026-05-16T22:53:13+00:00,test
428,raw/verde/Sebas_s28_000428.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2599,0.0205,35.31,2026-05-16T22:53:20+00:00,train
429,raw/verde/Sebas_s29_000429.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3299,0.0247,36.83,2026-05-16T22:53:26+00:00,val
430,raw/verde/Sebas_s30_000430.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3856,0.0254,37.21,2026-05-16T22:53:32+00:00,val
431,raw/verde/Sebas_s31_000431.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3615,0.024,33.76,2026-05-16T22:53:39+00:00,test
432,raw/verde/Sebas_s32_000432.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.276,0.0216,24.0,2026-05-16T22:53:45+00:00,val
433,raw/verde/Sebas_s33_000433.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2758,0.0201,32.92,2026-05-16T22:53:52+00:00,train
434,raw/verde/Sebas_s34_000434.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3018,0.0214,31.12,2026-05-16T22:53:58+00:00,val
435,raw/verde/Sebas_s35_000435.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.488,0.0312,38.29,2026-05-16T22:54:05+00:00,val
436,raw/verde/Sebas_s36_000436.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2858,0.0224,40.35,2026-05-16T22:54:11+00:00,train
437,raw/verde/Sebas_s37_000437.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3346,0.0203,40.38,2026-05-16T22:54:18+00:00,train
438,raw/verde/Sebas_s38_000438.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2586,0.0231,29.38,2026-05-16T22:54:24+00:00,train
439,raw/verde/Sebas_s39_000439.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2462,0.018,33.87,2026-05-16T22:54:30+00:00,test
440,raw/verde/Sebas_s40_000440.wav,verde,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.5184,0.0268,41.84,2026-05-16T22:54:37+00:00,train
441,raw/enciende/Sebas_s01_000441.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.4858,0.0263,22.17,2026-05-16T22:54:51+00:00,train
442,raw/enciende/Sebas_s02_000442.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2935,0.0211,38.18,2026-05-16T22:54:58+00:00,train
443,raw/enciende/Sebas_s03_000443.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2788,0.019,38.27,2026-05-16T22:55:04+00:00,train
444,raw/enciende/Sebas_s04_000444.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3047,0.0194,34.53,2026-05-16T22:55:11+00:00,train
445,raw/enciende/Sebas_s05_000445.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2894,0.0203,32.23,2026-05-16T22:55:17+00:00,test
446,raw/enciende/Sebas_s06_000446.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3319,0.0226,41.83,2026-05-16T22:55:23+00:00,train
447,raw/enciende/Sebas_s07_000447.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2213,0.018,38.68,2026-05-16T22:55:30+00:00,val
448,raw/enciende/Sebas_s08_000448.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1776,0.0146,35.23,2026-05-16T22:55:36+00:00,test
449,raw/enciende/Sebas_s09_000449.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2019,0.017,36.18,2026-05-16T22:55:43+00:00,train
450,raw/enciende/Sebas_s10_000450.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2401,0.0164,35.66,2026-05-16T22:55:49+00:00,train
451,raw/enciende/Sebas_s11_000451.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3243,0.0188,39.29,2026-05-16T22:55:56+00:00,train
452,raw/enciende/Sebas_s12_000452.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1955,0.0161,38.35,2026-05-16T22:56:02+00:00,train
453,raw/enciende/Sebas_s13_000453.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2116,0.0171,38.41,2026-05-16T22:56:09+00:00,train
454,raw/enciende/Sebas_s14_000454.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2641,0.0195,39.78,2026-05-16T22:56:15+00:00,val
455,raw/enciende/Sebas_s15_000455.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3319,0.0202,39.87,2026-05-16T22:56:21+00:00,train
456,raw/enciende/Sebas_s16_000456.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3336,0.0208,40.29,2026-05-16T22:56:28+00:00,test
457,raw/enciende/Sebas_s17_000457.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2694,0.019,39.09,2026-05-16T22:56:34+00:00,train
458,raw/enciende/Sebas_s18_000458.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1986,0.0194,40.2,2026-05-16T22:56:41+00:00,train
459,raw/enciende/Sebas_s19_000459.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3377,0.0243,51.69,2026-05-16T22:56:47+00:00,val
460,raw/enciende/Sebas_s20_000460.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3004,0.0232,36.07,2026-05-16T22:56:54+00:00,train
461,raw/enciende/Sebas_s21_000461.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3629,0.0238,41.84,2026-05-16T22:57:00+00:00,train
462,raw/enciende/Sebas_s22_000462.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2916,0.0242,39.39,2026-05-16T22:57:07+00:00,train
463,raw/enciende/Sebas_s23_000463.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2972,0.0203,40.74,2026-05-16T22:57:13+00:00,train
464,raw/enciende/Sebas_s24_000464.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2591,0.0214,38.9,2026-05-16T22:57:20+00:00,test
465,raw/enciende/Sebas_s25_000465.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3145,0.0217,41.54,2026-05-16T22:57:26+00:00,train
466,raw/enciende/Sebas_s26_000466.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2477,0.0192,37.5,2026-05-16T22:57:33+00:00,train
467,raw/enciende/Sebas_s27_000467.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1924,0.0167,38.25,2026-05-16T22:57:39+00:00,val
468,raw/enciende/Sebas_s28_000468.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1853,0.0165,24.19,2026-05-16T22:57:46+00:00,train
469,raw/enciende/Sebas_s29_000469.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.262,0.0199,40.58,2026-05-16T22:57:52+00:00,val
470,raw/enciende/Sebas_s30_000470.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2322,0.0193,40.56,2026-05-16T22:57:58+00:00,test
471,raw/enciende/Sebas_s31_000471.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2632,0.0191,40.67,2026-05-16T22:58:05+00:00,train
472,raw/enciende/Sebas_s32_000472.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3338,0.0239,41.72,2026-05-16T22:58:11+00:00,train
473,raw/enciende/Sebas_s33_000473.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2175,0.02,38.97,2026-05-16T22:58:18+00:00,train
474,raw/enciende/Sebas_s34_000474.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1931,0.0188,37.25,2026-05-16T22:58:24+00:00,val
475,raw/enciende/Sebas_s35_000475.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2334,0.0193,39.81,2026-05-16T22:58:31+00:00,train
476,raw/enciende/Sebas_s36_000476.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.1977,0.0178,39.78,2026-05-16T22:58:37+00:00,train
477,raw/enciende/Sebas_s37_000477.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.259,0.0193,39.99,2026-05-16T22:58:44+00:00,test
478,raw/enciende/Sebas_s38_000478.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.2896,0.0186,35.56,2026-05-16T22:58:50+00:00,train
479,raw/enciende/Sebas_s39_000479.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.3816,0.0258,44.33,2026-05-16T22:59:03+00:00,train
480,raw/enciende/Sebas_s40_000480.wav,enciende,Sebas,M,18-25,salon_silencioso,dji_mic_mini,es,2.0,0.4208,0.0273,43.47,2026-05-16T22:59:09+00:00,train
481,raw/ruido_fondo/amb_salon_silencioso_001_000481.wav,ruido_fondo,,,,salon_silencioso,macbook_pro_mic,es,2.0,0.0022,0.0002,0.0,2026-05-16T23:34:49+00:00,train
482,raw/ruido_fondo/amb_salon_silencioso_002_000482.wav,ruido_fondo,,,,salon_silencioso,macbook_pro_mic,es,2.0,0.0253,0.0008,0.0,2026-05-16T23:34:49+00:00,train
483,raw/ruido_fondo/amb_salon_silencioso_003_000483.wav,ruido_fondo,,,,salon_silencioso,macbook_pro_mic,es,2.0,0.0596,0.0035,0.0,2026-05-16T23:34:49+00:00,test
484,raw/ruido_fondo/amb_salon_silencioso_004_000484.wav,ruido_fondo,,,,salon_silencioso,macbook_pro_mic,es,2.0,0.006,0.0005,0.0,2026-05-16T23:34:49+00:00,train
